order_id,customer_id,product_id,category,quantity,unit_price,order_date,region,status
ORD98277,CUST043,PROD035,Toys,15,1299.66,2026-08-30,Seattle,Cancelled
ORD98326,CUST094,PROD031,Electronics,11,434.86,2026-08-30,Los Angeles,Shipped
ORD90570,CUST052,PROD026,Home & Garden,12,2700.85,2026-08-30,Seattle,Completed
ORD60925,CUST002,PROD012,Toys,12,1653.49,2026-08-30,New York,Pending
ORD50467,CUST018,PROD024,Electronics,2,418.72,2026-08-03,Seattle,Completed
ORD65762,CUST071,PROD035,Clothing,11,616.22,2026-08-30,New York,Completed
ORD43130,CUST007,PROD020,Sports & Outdoors,10,1815.28,2026-08-30,Seattle,Cancelled
ORD27442,CUST087,PROD027,Clothing,5,222.78,2026-08-05,Houston,Completed
ORD52339,CUST088,PROD028,Sports & Outdoors,8,480.53,2026-08-30,Phoenix,Completed
ORD25444,,PROD028,Toys,11,484.94,2026-08-30,Chicago,Completed
ORD84607,CUST036,PROD046,Electronics,8,863.16,2026-08-16,Miami,Shipped
ORD11867,CUST078,PROD012,Electronics,3,2447.52,2026-08-17,Los Angeles,Completed
ORD89741,CUST071,PROD002,Clothing,2,431.33,2026-08-30,Los Angeles,Cancelled
ORD31060,CUST053,PROD021,Electronics,15,2185.51,2026-08-30,Chicago,Shipped
ORD33137,CUST025,PROD050,Sports & Outdoors,8,2830.21,2026-08-30,Phoenix,Shipped
ORD14273,CUST085,PROD021,Electronics,14,2340.94,2026-08-05,Miami,Completed
ORD94216,CUST051,PROD010,Clothing,3,2483.67,2026-08-13,Miami,Cancelled
ORD77627,CUST039,PROD045,Electronics,15,1788.85,2026-08-30,Miami,Cancelled
ORD51712,CUST042,PROD029,Home & Garden,6,1494.02,2026-08-29,Chicago,Pending
ORD34277,CUST027,PROD029,Home & Garden,10,1591.93,2026-08-30,Seattle,Completed
ORD16975,CUST099,PROD050,Clothing,6,2989.66,2026-08-30,Chicago,Completed
ORD14552,CUST004,PROD031,Toys,2,611.06,2026-08-09,Miami,Pending
ORD23285,CUST006,PROD003,Sports & Outdoors,2,70.16,2026-08-30,Miami,Completed
ORD20757,,PROD035,Clothing,8,1853.64,2026-08-15,Los Angeles,Completed
ORD25465,CUST076,PROD049,Electronics,3,2650.2,2026-08-30,Houston,Cancelled
ORD77780,CUST064,PROD009,Toys,8,914.09,2026-08-30,Seattle,Shipped
ORD34727,CUST047,PROD029,Electronics,5,666.01,2026-08-30,Miami,Completed
ORD79297,CUST084,PROD034,Electronics,14,1663.45,2026-08-30,Miami,Completed
ORD58792,,PROD020,Toys,13,2046.82,2026-08-30,Phoenix,Completed
ORD42944,CUST023,PROD046,Clothing,6,482.77,2026-08-28,Los Angeles,Pending
ORD39249,CUST020,PROD044,Toys,6,2465.59,2026-08-14,Chicago,Cancelled
ORD76292,CUST085,PROD037,Home & Garden,9,1324.27,2026-08-30,Seattle,Completed
ORD54560,,PROD031,Toys,11,1668.22,2026-08-17,Miami,Completed
ORD86776,CUST044,PROD012,Home & Garden,5,120.13,2026-08-28,Chicago,Completed
ORD95477,CUST048,PROD043,Home & Garden,1,196.78,2026-08-24,Seattle,Completed
ORD61608,CUST003,PROD038,Home & Garden,12,346.02,2026-08-30,Los Angeles,Cancelled
ORD27213,CUST089,PROD011,Clothing,5,688.0,2026-08-09,Los Angeles,Cancelled
ORD29227,CUST079,PROD044,Home & Garden,14,1711.84,2026-08-06,Los Angeles,Completed
ORD56522,CUST021,PROD010,Home & Garden,11,2835.42,2026-08-30,Houston,Completed
ORD93814,CUST037,PROD019,Clothing,3,54.89,2026-08-30,Chicago,Pending
ORD48989,CUST081,PROD020,Clothing,11,664.37,2026-08-30,Los Angeles,Completed
ORD93879,CUST044,PROD024,Clothing,6,569.56,2026-08-30,Phoenix,Completed
ORD45769,CUST007,PROD007,Sports & Outdoors,5,2979.24,2026-08-30,Los Angeles,Completed
ORD68743,CUST008,PROD016,Home & Garden,15,1908.55,2026-08-15,Houston,Completed
ORD13970,CUST024,PROD020,Home & Garden,14,460.24,2026-08-30,Los Angeles,Pending
ORD67426,CUST085,PROD019,Sports & Outdoors,15,1959.85,2026-08-30,Miami,Pending
ORD90894,CUST071,PROD006,Toys,5,623.32,2026-08-30,Seattle,Shipped
ORD51702,CUST008,PROD009,Sports & Outdoors,13,2124.56,2026-08-11,Chicago,Completed
ORD69584,CUST095,PROD038,Clothing,2,643.9,2026-08-30,Miami,Cancelled
ORD83002,CUST088,PROD026,Sports & Outdoors,11,828.73,2026-08-25,Los Angeles,Shipped
ORD25505,CUST033,PROD020,Electronics,15,2755.6,2026-08-30,Los Angeles,Pending
ORD57051,CUST050,PROD007,Electronics,9,2843.94,2026-08-30,Seattle,Completed
ORD95793,,PROD004,Electronics,3,2504.09,2026-08-23,Houston,Cancelled
ORD83582,CUST010,PROD027,Electronics,1,147.04,2026-08-02,Phoenix,Completed
ORD93885,CUST004,PROD007,Home & Garden,4,1882.04,2026-08-30,Phoenix,Completed
ORD41709,,PROD024,Clothing,9,1477.58,2026-08-30,Chicago,Completed
ORD16819,,PROD025,Home & Garden,13,1491.78,2026-08-30,Houston,Pending
ORD54902,CUST057,PROD035,Sports & Outdoors,4,997.66,2026-08-30,Houston,Completed
ORD78528,CUST016,PROD015,Electronics,11,1012.34,2026-08-30,Los Angeles,Completed
ORD20836,CUST028,PROD028,Clothing,8,378.1,2026-08-30,Seattle,Completed
ORD74006,CUST030,PROD038,Home & Garden,9,657.67,2026-08-30,Seattle,Cancelled
ORD40789,CUST070,PROD034,Sports & Outdoors,3,106.81,2026-08-30,Seattle,Completed
ORD82591,CUST023,PROD020,Toys,6,1658.66,2026-08-30,Houston,Completed
ORD55404,CUST020,PROD011,Home & Garden,8,2980.56,2026-08-30,Phoenix,Shipped
ORD26106,CUST029,PROD050,Toys,5,135.32,2026-08-01,Houston,Completed
ORD47466,CUST094,PROD018,Toys,2,1217.06,2026-08-30,New York,Pending
ORD45878,CUST067,PROD035,Sports & Outdoors,6,2970.4,2026-08-14,Miami,Completed
ORD49945,,PROD049,Home & Garden,10,2583.94,2026-08-16,Los Angeles,Completed
ORD95466,CUST038,PROD045,Clothing,14,2847.1,2026-08-30,Phoenix,Cancelled
ORD32547,CUST010,PROD045,Toys,4,515.84,2026-08-30,Los Angeles,Completed
ORD47435,,PROD032,Electronics,11,2581.32,2026-08-30,Phoenix,Pending
ORD88366,CUST016,PROD025,Sports & Outdoors,14,1012.55,2026-08-21,Phoenix,Completed
ORD61326,,PROD009,Home & Garden,13,2605.95,2026-08-30,Houston,Cancelled
ORD60327,,PROD036,Home & Garden,12,684.59,2026-08-30,Phoenix,Cancelled
ORD68433,CUST019,PROD025,Home & Garden,4,99.81,2026-08-30,Los Angeles,Pending
ORD84459,CUST082,PROD017,Home & Garden,5,786.02,2026-08-16,New York,Completed
ORD23718,,PROD024,Home & Garden,7,150.85,2026-08-09,Phoenix,Completed
ORD31055,CUST039,PROD025,Home & Garden,1,1835.7,2026-08-30,Phoenix,Completed
ORD25083,CUST088,PROD009,Toys,7,1556.28,2026-08-30,Miami,Pending
ORD72091,CUST093,PROD044,Electronics,5,664.18,2026-08-30,Houston,Completed
ORD32969,CUST093,PROD032,Electronics,7,2139.48,2026-08-10,Houston,Completed
ORD28645,CUST074,PROD019,Electronics,5,2542.99,2026-08-30,Seattle,Completed
ORD55581,CUST089,PROD026,Sports & Outdoors,8,332.14,2026-08-30,Los Angeles,Completed
ORD84868,,PROD049,Electronics,14,1314.32,2026-08-19,New York,Shipped
ORD48496,CUST061,PROD046,Clothing,7,2319.3,2026-08-30,Houston,Completed
ORD35008,CUST010,PROD033,Electronics,14,2582.92,2026-08-30,Chicago,Completed
ORD85735,CUST086,PROD015,Electronics,15,2143.29,2026-08-14,Phoenix,Completed
ORD77975,CUST029,PROD039,Sports & Outdoors,5,1888.37,2026-08-21,Houston,Completed
ORD33026,CUST017,PROD043,Sports & Outdoors,4,294.88,2026-08-30,Seattle,Completed
ORD83437,CUST099,PROD036,Toys,6,2870.74,2026-08-04,Houston,Shipped
ORD10457,CUST045,PROD013,Sports & Outdoors,8,1993.63,2026-08-30,Chicago,Completed
ORD31074,CUST092,PROD014,Home & Garden,9,1210.23,2026-08-30,New York,Cancelled
ORD75732,CUST043,PROD037,Home & Garden,6,1214.37,2026-08-30,Los Angeles,Completed
ORD46650,CUST053,PROD011,Clothing,3,2050.09,2026-08-30,New York,Pending
ORD88027,CUST079,PROD030,Home & Garden,4,2249.05,2026-08-30,Phoenix,Completed
ORD12766,CUST078,PROD037,Toys,2,1117.46,2026-08-30,Miami,Shipped
ORD94348,,PROD020,Sports & Outdoors,8,1843.08,2026-08-30,Los Angeles,Cancelled
ORD47132,CUST025,PROD014,Sports & Outdoors,3,745.97,2026-08-30,Houston,Cancelled
ORD71939,CUST078,PROD015,Electronics,15,716.22,2026-08-30,New York,Completed
ORD96239,CUST089,PROD006,Toys,11,2851.06,2026-08-30,Seattle,Cancelled
ORD90940,CUST064,PROD028,Sports & Outdoors,7,968.79,2026-08-05,Miami,Completed
ORD16684,CUST003,PROD044,Toys,15,409.44,2026-08-30,Seattle,Completed
ORD37125,CUST096,PROD004,Electronics,12,2434.18,2026-08-30,Miami,Cancelled
ORD33032,CUST003,PROD024,Home & Garden,1,713.95,2026-08-12,Phoenix,Completed
ORD43516,CUST098,PROD015,Clothing,14,2132.74,2026-08-07,New York,Shipped
ORD86021,CUST074,PROD028,Home & Garden,5,2676.32,2026-08-30,Phoenix,Shipped
ORD50358,CUST023,PROD034,Toys,4,2076.91,2026-08-30,Phoenix,Pending
ORD83556,CUST007,PROD042,Clothing,2,1068.65,2026-08-30,Phoenix,Completed
